id,title,body,tagname_list,author.id,added_at
5223,Is it possible to study abroad during the summer?,<p>I'm not sure if I want to study abroad during the school year. Are there colleges that offer study abroad programs in the summer or during school breaks like winter break?</p>,summer studyabroad study-abroad,3146,2014-04-29 16:17:09.591766
7187,Whats the celery for being in the NFL?,"<p>Well if I'm going to the NFL, I wanna know what's my pay.</p>",coach,4452,2014-11-19 17:32:43.519475
6499,What is one topic I should definitely avoid on my college essays?,"<p>I've heard a lot about the college application process and how important essays can be. While I know it's important to be well-rounded and showcase intelligence, I just want to make sure I'm not immediately getting on the Admission Officer's bad side. A teacher mentioned, for instance, to avoid talking about death or family issues.</p>",admissions college-admissions college,3736,2014-08-07 14:18:38.688193
1419,"What are good prep school that are boarding, that can prepare me to become a human resource person?",<p>I need to know as soon as possible so i can apply soon</p>,school human resource high,260,2012-10-25 15:53:01.638270
577,How can i get my dance business heard?,<p>How can i get my dane business heard? What should be why prices and how can i succeed  in the future?</p>,dance,493,2012-02-28 14:01:19.804090
12367,What does a computer programmer do on a daily basis,"<p>Hi,
I am in 6th grade and I want to know what they do on a daily basis</p>",computer-science computer-programming,7836,2015-10-23 13:20:37.613818
4226,How does a day look like for a computer programmer? Is it fun ?,"<p>Hi, Im a Junior in high school and I'm considering becoming a computer engineer. My dad is currently a computer programer, but he never goes into details of what he does with the computer. I would like to know how would it look like a regular day at work and how fun is it. </p>",computers computer-engineer computer computer-engineering computer-hardware computer-programming,2991,2014-04-07 14:15:38.260037
7186,What do you need to do to become an animator?,<p>I really want to know so I could do this in the future.</p>,3d-animation professional animators,4409,2014-11-19 17:32:24.712825
12252,What does a mindstorm ev3 do?,<p>I'm a junior in middle school and I'm in robotics and my team and I are building a mind storm ev3. What's its program do? If you could answer my questions that would be great. Thank you.</p>,program tech,7846,2015-10-22 13:24:30.782645
14570,How can i get a job at a radio station?,<p>Im really interested in become a artist/producer in the music industry. I love music</p>,singing music-producer performing-arts music producer,8739,2015-12-10 13:44:58.746456
3232,Should I get a job now when I am in high school or during college?,<p>I want to know whether to get a job right now during high school or during college. </p>,colleges jobs high-school career job college,2395,2014-03-12 16:26:40.445497
99,Does being a Artist include being able to make Fashion Designs?,<p>I would like to be able to be an artist that can also be able to make Fashion Designs because I enjoy them both. </p>,art artist fashiondesign,219,2012-01-06 14:58:22.150504
12141,What different programs do i need to know how to use to become good at computer animation and graphics?,<p>Im looking into becoming an animator for cartoon movies like pixar</p>,3d-graphics computer animation,7483,2015-10-21 14:43:53.798736
4283,What skills should I acquire to become a successful industrial and organizational psychologist?,"<p>I want to make sure that I will have the skills to be a successful I/O psychologist, and would appreciate details on those skills needed. </p>",psychology,2921,2014-04-08 08:32:55.423017
10439,What's college life for engineers?,<p>I want to become a Techincal Engineer but I'm not sure about academics. For example what classes do I take? How tough are those classes? How many years in college total?</p>,engineering colleges technical-engineer,5509,2015-06-03 20:38:58.037314
246,Where would I start my career as a automotive engineer?,<p>I would like to become an automotive engineer where would I start taking steps toward this profession as a high school student.</p>,engineering automotive cars,299,2012-01-19 10:21:29.961854
10983,"I want to pursue a career as an Dentist. Before that, I am planning to major in Biology in my undergrad studies. What are some great opportunities out there?","<p>I want to pursue a career as an Dentist. Before that, I am planning to major in Biology in my undergrad studies. Meanwhile, i want to start doing volunteer work, apply for internships and jobs but I don't know where to start looking. Should i look for opportunities related to biology or dental medicine? </p>",dental-school orthodontics dentistry,7096,2015-07-04 15:48:04.755565
